"Topic Title","Topic Description","Topic Number",Phase,Program,Agency,Branch,"Close Date","Release Date","Open Date","Solicitation Agency URL","Solicitation Status","Solicitation Year",SBIRTopicLink
"Quantum Information Technologies","This topic focuses on innovations in information and communications technologies that rely fundamentally on quantum mechanical properties and interactions. Typically, such innovations will involve the generation, detection, or manipulation of quantum states to provide faster, more efficient or more secure information processing and communications. Proposals may include innovations at the component, sub-system or system level that result in substantial and usable improvements in the generation, transmission, detection, storage or processing of information, or the security and privacy of information. Proposed innovations must offer the potential for robustness, reliability, scalability and operation at temperatures that are practical within the constraints of the intended application. Innovations at the component and sub-system level should aim for compactness and energy efficiency, consistent with the requirements of the application. Examples of technology innovations in the quantum computing subtopic could include qubit generation and detection, development of computational models (quantum circuits, etc.), error correction, software, hardware sub-systems and systems and Noisy Intermediate-Scale Quantum (NISQ) computers. Examples of technology innovations in the quantum communications subtopic could include components such as sources, memories, repeaters, detectors, hardware sub-systems and systems, networks, cryptography and key distribution.",QT,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/12953
"Integrated Circuit Design",,S3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012503
"Microelectronics Packaging and Systems Integration",,S4,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012504
"Wide Bandgap Power Devices and Materials",,S8,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012508
"Launch vehicles and propulsion",,SP1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012510
"In space services and production",,SP5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012514
"Human viability and sustainability",,SP6,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012515
"Other Space-related Technologies",,SP12,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012518
"Wireless Devices and Components",,W3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012521
"Other Wireless Technologies",,W5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012523
"Metals and Ceramics",,AM3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012299
"Marketplaces for Data and Models",,AA5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012307
"Nature-based Solutions",,AG6,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012316
"Other Agricultural Technologies",,AG10,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012320
"Computer Vision Based AI Technologies",,AI2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012322
Fermentation,,BT6,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012340
"Synthetic Biology and Metabolic Engineering",,BT10,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012344
"Women's Health",,BM7,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012352
"Other Chemical Technologies",,CT7,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012360
"In-memory Processing",,CH6,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012366
Interconnects,,CH7,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012367
"Performance Monitoring",,CH9,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012369
"Computation on Encrypted Data",,CA1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012374
"Encryption, including Homomorphic Encryption",,CA6,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012379
"Security of Cloud and High Performance Computing (HPC) Platforms",,CA11,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012384
"Medical Diagnostics and Devices",,DH5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012390
"Distributed Ledger in Network Architecture and Management",,DL10,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012402
"Energy Efficiencies and Data Technologies",,EN5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012412
"Hydrogen Technologies",,EN9,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012416
"Digital Ecosystem for the Environment",,ET2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012420
"Emission or Waste Reduction and the Circular Economy",,ET3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012421
"Sustainable Community Systems",,ET9,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012427
"HCI to Enhance Human Cognitive Capacity",,HC1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012430
"Smart Integrated Systems",,HC3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012432
"Instrumentation or Hardware Systems for Actuation, Control, and Manipulation",,IH1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012435
"Instrumentation or Hardware Systems for Imaging",,IH3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012437
"Tools for Critical Information Analysis to Broaden Engagement",,LC5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012448
"Materials, Processes, Prototyping Methods or Enablers",,MD3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012452
"Behavioral Transitions",,MO2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012458
Hypersonic,,MO3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012459
"Personal Transportation",,MO6,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012462
"Pharmaceutical and Biologic Manufacturing",,PT2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012468
"Materials and Devices for Thermal Management",,PM3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012483
"Power Electronics Circuits and Control Systems",,PM5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012485
"Other Quantum Information Technologies",,QT6,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012494
"Robotics in Agile Manufacturing, and Co-Robots",,R4,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012498
"Advanced Materials","The Advanced Materials topic addresses the development of new and improved materials for a wide variety of commercial and industrial applications. Proposals may focus on the creation of innovative material systems and/or on critical fabrication, processing or manufacturing challenges involved in the successful demonstration and commercialization of novel advanced materials. A broad range of applications areas will be considered as part of this topic. ",AM,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/12928
"Advanced Systems for Scalable Analytics","The Advanced Systems for Scalable Analytics topic focuses on innovations needed for building systems that organize and process large and ever-increasing volumes of structured, semi-structured and unstructured data to reveal actionable new insights. It also includes innovative knowledge management and data mining technologies that complement deep learning. Sample topics include data and knowledge management technologies for data acquisition, integration, annotation, governance and provenance; hardware and software for addressing the performance needs of analytical systems; technologies for continual learning in dynamic environments; technologies in data mining, visualization and optimization; and marketplaces for data and models. These subtopics are only meant to serve as examples. All proposals focused on the development of a new high-risk technical innovation and significant potential commercial and societal impact are welcome to apply, regardless of subtopic.",AA,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/12929
"Augmented Virtual and Mixed Reality","The Augmented Virtual and Mixed Reality (AR/VR/MR) topic focuses on advancing immersive technological experiences for humans grounded in research. Based on the transformative progress made in crafting, perceiving, and interacting with AR/VR/MR across sectors, priority is placed on innovations enhancing shared realities to foster community and collective experiences. Efforts also target advancing hardware and software critical for AR/VR/MR's future, enabling tailored experiences for individuals based in research or lived experience. The initiative encourages exploratory projects aiming for revolutionary AR/VR/MR applications, emphasizing inclusivity, data security and privacy, user safety, accessibility, affordability, adaptability, and environmental consideration. Innovations should be grounded in rigorous research to deliver novel and transformative AR/VR/MR experiences. Proposals are welcomed that redefine AR/VR/MR through innovative approaches with potential societal breakthroughs, regardless of their specific focus within the AR/VR/MR domain.",AV/VR/MR,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/12932
"Cloud and High-Performance Computing","The Cloud and High-Performance Computing (HPC) topic focuses on innovations that result in substantial improvements to cloud computing or high-performance computing platforms. These improvements may be to computing power and efficiency, energy management, data storage, latency, data integrity and availability, cost, or any other factor of importance in such platforms, and may result from software- or hardware-based innovations. These subtopic areas are meant to serve as examples; all proposals with technical innovation and significant commercial potential are welcome, regardless of the specific area of focus of the project.",CH,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/12936
"Energy Technologies","The Energy Technologies topic covers new energy sources and resources, power generation, energy storage and electronic systems for energy sources used in mobile technologies and off-grid applications. Proposals in all areas of energy generation are welcome, with an emphasis on how the new idea competes favorably with existing solutions. Proposals in carbon conversion and disruptive technologies in conventional resources (natural gas exploration and production) are also welcome. Proposals that focus on the intersection of energy technologies and data are welcome across all areas where integration with energy technology applications is the primary thrust (including computational technologies). Proposals with ideas on nature-inspired processes for sustainable energy solutions and carbon storage, reducing the carbon and resource intensity of hydrocarbon extraction, energy conversion, and their uses are also sought. Proposals involving energy storage from the scale of wearable devices to power plants and energy conversion are encouraged.",EN,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/12940
"Human-Computer Interaction","The Human-Computer Interaction (HCI) topic aims to bridge the gap between research-based innovation and practical applications by catalyzing high-risk advancements rooted in research. Proposals should articulate the research basis or lived experience of the innovation, demonstrating an understanding of the scientific and theoretical underpinnings. Proposed innovations should represent technological breakthroughs which are viable and broadly impactful for society. Submissions must leverage foundational research to create groundbreaking and innovative human-computer interactions regardless of specific focus within the HCI subtopic area.",HC,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/12942
"Learning and Cognition Technologies","Innovative approaches to learning and cognition development leverage groundbreaking technological advancements rooted in research. These advancements aim to disrupt educational norms, challenging conventional methods of content delivery while remaining firmly anchored in foundational research. They equip individuals for success in emerging industries and undefined roles, bridging the gap between established curricula and the swiftly evolving knowledge landscape. While inherently risky, the success of the innovation holds the potential to reshape education, preparing individuals for a future ripe with transformative prospects. Proposals should build on solid scientific research or lived experience to introduce novel and broadly impactful approaches to learning and cognition. While the subtopics listed provide a framework, we welcome all proposals that showcase creativity, innovation and hold substantial potential for societal impact, transcending specific focus areas.",LC,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/12945
"Pharmaceutical Technologies","The Pharmaceutical Technologies topic covers a wide range of technology areas that advance the discovery, formulation, and manufacture of novel drugs, moieties, compounds, products, processes, platforms or services that will improve the selection, quality or price of pharmaceutical and biologic therapies. The Pharmaceutical Technologies topic is not aimed at supporting or conducting clinical trials, clinical efficacy and safety studies, the development of pre-clinical or clinical-stage drug candidates, work on medical devices or schedule I substances, or work performed primarily for regulatory purposes. The NSF SBIR/STTR program no longer supports the development of specific therapeutic molecules. Drug Discovery and Manufacturing are still supported by the program.",PT,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/12950
"Distributed Manufacturing",,M4,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012290
"Natural Resources and Critical Minerals",,M7,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012293
"Novel Advanced Materials-based Sensors",,AM4,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012300
"Building Analytical System for Learning from Dynamic Environments",,AA1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012303
"Farming in Underserved Communities",,AG2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012312
"Harvesting Complex Systems",,AG4,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012314
"Language-Based AI Technologies",,AI4,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012324
"Cell and Tissue Engineering",,BT5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012339
"Microbiome and Microbial Diversity",,BT8,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012342
"Separations and Water Treatment",,CT6,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012359
"Computational Architecture",,CH2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012362
Middleware,,CH8,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012368
"Cryptography, including Post-quantum Cryptography",,CA2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012375
"Convergence with Big Data, and Artificial Intelligence",,DL3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012395
"Cryptography, Security, and Cybersecurity",,DL5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012397
"Trusted Identity and Identity Management",,DL14,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012406
"Directed Energy",,EN3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012410
"Climate Change Adaptation, Mitigation and Reversal",,ET1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012419
"Other Environmental Technologies",,ET11,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012429
"Neuroadaptive Systems",,HC2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012431
"Instrumentation or Hardware Systems for Detection and Characterization",,IH2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012436
"IoT Communications",,I1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012439
"Advanced Inclusive Learning Technologies",,LC1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012444
"Sustainable Education Models for Future Generations",,LC4,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012447
"General Medical Devices",,MD1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012450
"Implantables or Procedures",,MD2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012451
Rehabilitation,,MD5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012454
Aviation,,MO1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012457
Marine,,MO5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012461
"Resiliency and Sustainability",,MO7,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012463
"Advanced Metrology and Sensors",,PH1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012470
"Communications, Information, and Data Storage",,PH3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012472
"Energy Harvesting Devices and Systems",,PM1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012481
"Materials and Devices for Power Electronics",,PM2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012482
