Topic Number,Topic Title,Branch,Program,Close Date,Description,Flags
DON26TZ05-NV022,Compact Efficient High Energy Pulsed Laser,NAVY,STTR,"September 23, 2026","The primary goal of this STTR topic is to develop novel, effective methods for material ablation and penetration during airborne missions. This effort seeks innovations in long-pulse lasers intended for airborne platforms. The final deliverable will be a laser system provided to the Navy to explore the feasibility and military utility of this technology.  A successful project will document, design, and test a robust, turn-key, long-pulse laser system that meets the following performance specifications: • Pulse Energy: 10 J or greater • Repetition Rate: Tunable up to 40 kHz • Pulse Generation: Capable of producing single, on-demand pulses • Pulse Duration: Greater than 5 nanoseconds • Thermal Management: Must adequately manage heat while operating at high repetition rates and maximum power for a duration of at least 10 seconds. (Note: This duty cycle is significantly longer than commercially available systems.)  The resulting system must be engineered for practical field use with the following characteristics: • Compact - an optimal volume of approximately 80 inches long, 24 inches wide, and 24 inches high - with a clear path to packaging. • Maintainable and operable by non-laser specialists, i.e., basic operations (e.g., system startup and shutdown, changing the repetition rate) should not require a laser engineer to perform manual realignment of optical components. • Minimal required maintenance. (Note: If flashlamp pumping is used, the lamps must be exchangeable without the expertise of a laser engineer.)  Proposals should adhere to the following guidelines: • The highest priorities for this effort are repetition rate tunability and pulse energy. • Pulse duration and center frequency are flexible parameters but must be sufficient to demonstrate laser-material interactions. • If the requirements for all parameters are deemed infeasible, proposals should specify what can be achieved. Evaluations will be scored accordingly. • The use of commercial off-the-shelf (COTS) components is permitted; however, the project will require novel laser engineering to achieve the desired performance.  • Coherent beam combining is an acceptable approach to reach the specified pulse energies.",STTR: Requires RI partner | T0.3 ITAR | T0.4 Registration check
1,Development of therapeutic or preventative technologies for treatment or prevention of Pediatric Cancers and/or Rare Cancers.,NIH,SBIR,"September 21, 2026","About 9,550 children in the United States under the age of 15 will be diagnosed with cancer in 2025 (https://www.cancer.org/cancer/cancer-in-children/key-statistics.html). Cancer is the leading cause of death from disease in children ages 1 to 14 in the US after infancy. Similarly, as a group, rare cancers are the leading cause of cancer deaths in the United States (https://rarecancer.org/). For the purposes of this solicitation, a rare cancer is defined in accordance with the U.S. Food and Drug Administration (FDA) Orphan Drug Act as a malignancy with a total U.S. prevalence of fewer than 200,000 individuals. Prevalence estimates should be supported by authoritative data sources (e.g., SEER) or where direct estimates are not available, by scientifically justified epidemiologic approximations based on published literature. This definition is intended to capture clinically and biologically relevant rare cancer populations that may not be fully represented in existing rare disease databases. Applications must clearly describe how the proposed technological approach has the potential to result in a meaningful improvement in patient survival and/or to address areas of significant unmet medical need where the current standard of care has demonstrated limited progress. Access the NCI Surveillance, Epidemiology, and End Results Program (SEER) database (https://seer.cancer.gov/) for more information regarding 5-year cancer survival rates. Because of smaller patient populations and challenging development pathways, development of new technologies focused on pediatric and rare cancers lag significantly compared to other major cancers. Innovative and transformative solutions focused on prevention, diagnosis, detection, and treatment in both pediatric cancers and rare cancers are urgently needed. Rather than just the tried and tested approaches that have not led to much success and progress, bold and “out of the box” ideas that are still based on sound scientific premise are needed to make a significant impact in the prevention, diagnosis, treatment, and care of patients with pediatric and/or rare cancer. Thus, the NCI SBIR Development Center has developed the NCI SBIR Innovative Concept Award program to encourage the development of high-risk innovative and disruptive technologies. The Concept Award program will provide funding to small businesses to explore the technical feasibility and demonstrate proof of concept for the development of highly innovative therapies, devices, diagnostic tools, or preventive strategies focused on pediatric and rare cancers. The focus is on innovation and “out of the box” ideas that have not been tried and tested before. So, preliminary data is not required; however, proposed ideas should have sound scientific premise either based on the offeror’s own research or referenced literature evidence. Offerors are eligible to apply if they have disruptive ideas based on sound scientific premise with a potential to make an impact in these cancers.  The goal of the funding is for offerors to generate de-risking technical data that provides key proof of concept validation. We also want the offerors to explore the commercial potential and development path of the technology during the award period. In addition to funding, the program will also provide additional business and commercialization resources including entrepreneurship training to explore and refine the business model and commercialization plan.  Activities and deliverables proposed by the offerors would differ based on their technology types and stage of development. However, the offerors should ensure that they clearly identify the clinical problem and cancer type(s) that the proposal will focus on with adequate justification. In addition, the offerors should propose experiments to obtain initial de-risking and proof-of-concept data and at the completion of the project present a report with the results of the experiments to the NCI. Examples of activities and deliverables that could be proposed include (but are not limited to) the following:  Therapeutic Projects: The offeror could propose most or all of these activities for pediatric or rare cancers. • Target validation • Optimized drug candidate screening • Identification of lead and lead candidate optimization • In vivo efficacy studies • Preliminary PK/PD studies ",T0.4 Registration check
2,"Development of devices, diagnostic technologies, or digital health tools for treatment, detection, and diagnosis of Pediatric Cancers and/or Rare Cancers.",NIH,SBIR,"September 21, 2026","About 9,550 children in the United States under the age of 15 will be diagnosed with cancer in 2025 (https://www.cancer.org/cancer/cancer-in-children/key-statistics.html). Cancer is the leading cause of death from disease in children ages 1 to 14 in the US after infancy. Similarly, as a group, rare cancers are the leading cause of cancer deaths in the United States (https://rarecancer.org/). For the purposes of this solicitation, a rare cancer is defined in accordance with the U.S. Food and Drug Administration (FDA) Orphan Drug Act as a malignancy with a total U.S. prevalence of fewer than 200,000 individuals. Prevalence estimates should be supported by authoritative data sources (e.g., SEER) or where direct estimates are not available, by scientifically justified epidemiologic approximations based on published literature. This definition is intended to capture clinically and biologically relevant rare cancer populations that may not be fully represented in existing rare disease databases. Applications must clearly describe how the proposed technological approach has the potential to result in a meaningful improvement in patient survival and/or to address areas of significant unmet medical need where the current standard of care has demonstrated limited progress. Access the NCI Surveillance, Epidemiology, and End Results Program (SEER) database (https://seer.cancer.gov/) for more information regarding 5-year cancer survival rates. Because of smaller patient populations and challenging development pathways, development of new technologies focused on pediatric and rare cancers lag significantly compared to other major cancers. Innovative and transformative solutions focused on prevention, diagnosis, detection, and treatment in both pediatric cancers and rare cancers are urgently needed. Rather than just the tried and tested approaches that have not led to much success and progress, bold and “out of the box” ideas that are still based on sound scientific premise are needed to make a significant impact in the prevention, diagnosis, treatment, and care of patients with pediatric and/or rare cancer. Thus, the NCI SBIR Development Center has developed the NCI SBIR Innovative Concept Award program to encourage the development of high-risk innovative and disruptive technologies. The Concept Award program will provide funding to small businesses to explore the technical feasibility and demonstrate proof of concept for the development of highly innovative therapies, devices, diagnostic tools, or preventive strategies focused on pediatric and rare cancers. The focus is on innovation and “out of the box” ideas that have not been tried and tested before. So, preliminary data is not required; however, proposed ideas should have sound scientific premise either based on the offeror’s own research or referenced literature evidence. Offerors are eligible to apply if they have disruptive ideas based on sound scientific premise with a potential to make an impact in these cancers.  The goal of the funding is for offerors to generate de-risking technical data that provides key proof of concept validation. We also want the offerors to explore the commercial potential and development path of the technology during the award period. In addition to funding, the program will also provide additional business and commercialization resources including entrepreneurship training to explore and refine the business model and commercialization plan.  Activities and deliverables proposed by the offerors would differ based on their technology types and stage of development. However, the offerors should ensure that they clearly identify the clinical problem and cancer type(s) that the proposal will focus on with adequate justification. In addition, the offerors should propose experiments to obtain initial de-risking and proof-of-concept data and at the completion of the project present a report with the results of the experiments to the NCI. Examples of activities and deliverables that could be proposed include (but are not limited to) the following:  Device Development Projects: The offeror could propose most or all of these activities for pediatric or rare cancers. • Evaluation and justification of clinical need • Product concept and protype development • Early feasibility studies • Phantom validation • In vivo validation studies • Software development (if needed) • Biocompatibility, sterility, and safety studies  Diagnostics Development Projects: The offeror could propose most or all of these activities for pediatric or rare cancers. • Biomarker optimization and qualification • Assay development and optimization • Define assay performance and analytic validation • Sensitivity, specificity, and reproducibility • Validation studies in deidentified clinical samples ",T0.4 Registration check
ARPA-H 02,Versatile Bioadhesives,ARPA-H,BOTH,"September 30, 2027","The purpose of this topic is to develop next-generation bioadhesive platforms that can safely and reliably seal, bond, and repair a wide range of tissues in challenging clinical conditions, including wet, bloody, and mechanically dynamic environments. These platforms may also be designed to deliver biologics or small molecules as part of treatment. The goal is to create bioadhesives with key performance attributes such as strong tissue adhesion, controlled degradation, reversibility, biocompatibility, and broad compatibility across multiple tissues and organs. If successful, this topic could enable widely deployable solutions for hemostasis, leak prevention, tissue repair, and device fixation, ultimately helping reduce complications and improve patient outcomes across many care settings.",T0.4 Registration check
ARPA-H 07,Virtual Human Brain for the Development of Neurosurgical Robotics,ARPA-H,BOTH,"September 30, 2027","The purpose of this topic aims to take a first step toward AI-assisted intracranial microsurgery by creating a high-resolution, physically and anatomically accurate virtual human brain. ",T0.4 Registration check
ARPA-H 04,"Breaking Ground: The First Curative, Durable, Non-Surgical Therapy for Endometriosis",ARPA-H,BOTH,"September 30, 2027","The purpose of this topic aims to develop treatments for endometriosis that are non-surgical. Proposers are expected to develop novel, non-surgical therapies to decrease the size or deactivate endometrial implants, to decrease inflammation cause by implants, and / or prevent growth or regrowth of the lesions. Broadly, this should be a novel, non-surgical, curative treatment for endometriosis.  ",T0.4 Registration check
ARPA-H 06,Rapid Comprehensive Diagnostic Test for Multi-System Autoimmune Disease,ARPA-H,BOTH,"September 30, 2027","The purpose of this topic is to spur the development of novel, rapid diagnostic assays for multi-system autoimmune disease, which represents an unmet healthcare need. Moreover, in its ideal embodiment this diagnostic test might allow typical primary care physicians to diagnose and predict tissue-specific autoimmune disease manifestations, thereby streamlining referral of the patient to a specialist. This goal is made more feasible by recent technological developments including the ability to detect tissue-specific signatures of immune-mediated stress by assessing circulating cells and/or tissue-specific molecular products.   ",T0.4 Registration check
ARPA-H 05,ARPA-H Lineage Topic,ARPA-H,BOTH,"September 30, 2027","he purpose of this topic supports the advancement, commercialization, and translation of technologies that originated from ARPA-H funded efforts. It is intended to help small businesses and startups develop viable products based on these technologies. ARPA-H’s goal is to give small businesses an off-ramp to finish developing their technology/product, explore secondary or interim applications of the technology, and time to achieve self-sufficiency. ",T0.4 Registration check
ARPA-H 01,Development of an annual test to inform women about their future fertility,ARPA-H,BOTH,"September 30, 2027","Development of an annual test to inform women about their future fertility - The purpose of this topic is to discover new biomarkers that provide women with actionable data for fertility planning.  Results from this work will help inform the program manager regarding the feasibility of future programs focused on enhancing natural fertility before the need of IVF and guiding the development of women’s health monitoring and improvement tools. This work will develop a diagnostic test that can assess fertility status and generate an estimated timeline for the onset of infertility. This topic seeks to develop a test that is affordable, suitable for at least annual use, and provides user-friendly results for patients and care teams to support childbearing decisions.   ",T0.4 Registration check
ARPA-H 03,Universal Platform for Living Adaptive Toxin-removal (UNI-PLAT),ARPA-H,BOTH,"September 30, 2027","The purpose of this topic area is to catalyze the development of a universal, “plug-and-play” synthetic biology platform that enables next-generation microbial chassis capable of performing a broad array of programmable functions. While this solicitation primarily uses toxin removal as a proof-of-concept in relation to chronic disease management, the platform is intended to be adaptable to a range of challenges across industries such as environmental remediation, biomanufacturing, agriculture, holistic medicine, and therapeutic discovery. The broader goal is to create a stable, reliable, and easily reprogrammable microbial platform that demonstrates potential for cross-sector impact beyond the initial use case.  ",T0.4 Registration check
M,Advanced Manufacturing,,BOTH,"July 7, 2027","The Advanced Manufacturing topic aims to support emerging innovations in manufacturing with the potential to stimulate the nation's manufacturing sector by improving efficiency, competitiveness and sustainability. Proposed technology should be environmentally friendly, compatible with human and planet health and driven by technological advancements. Regenerative designs using a circular economy approach (a systemic approach to economic development designed to benefit businesses, society and the environment) are encouraged.",T0.4 Registration check
CA,Cybersecurity and Authentication,,BOTH,"July 7, 2027","The Cybersecurity and Authentication topic focuses on innovations related to the security and integrity of data and data processing and the authentication of people and devices. These subtopic areas are meant to serve as examples; all proposals with technical innovation and significant commercial potential are welcome, regardless of the specific area of focus of the project.",T0.4 Registration check
N,Nanotechnology,,BOTH,"July 7, 2027","The Nanotechnology topic addresses the creation and manipulation of functional materials, devices and systems with novel properties that are achieved through the control of matter at a submicroscopic scale (from a fraction of nanometer to about 100 nanometers). This includes, but is not limited to, innovative hierarchical nanostructures, nanolayered structures, nanowires, nanotubes, quantum dots, nanoparticles, nanofibers and other nanomaterials and biomaterials and their composite structures.",T0.4 Registration check
PH,Photonics,,BOTH,"July 7, 2027","The Photonics topic addresses the research and development of new materials, devices, components, and systems that have the potential for revolutionary change in the optics and photonics industries. Photonic technologies can include anything generally operating in or using photons in the electromagnetic spectrum, from gamma rays down to long radio waves. Examples include lasers, various light emitting diode technologies (LED, OLED, QLED), radiation detectors, photonic integrated circuits, optical systems and novel communications technologies.",T0.4 Registration check
R,Robotics,,BOTH,"July 7, 2027","The Robotics topic covers robot intelligence and experiential learning, particularly in the areas of high-performance processors or hardware that provides situational awareness and improved artificial intelligence. Innovations in voice, obstacle and image recognition, emotional response and hand-eye coordination are encouraged. We encourage proposals describing projects that borrow features from other animal nervous systems and include biologists, neuroscientists and psychologists on their team to exploit new knowledge in the study of the brain and behavior. NSF also seeks proposals that address next-generation automation; the flexible and rapid reconfiguration of assembly lines allowing mass customization; the use of advanced control, scheduling, modularization, and decentralization with agile, mobile robotic systems that can enable the cost-effective manufacture of small lot-size products; and on-demand parts manufacturing. Proposals to support the physical and educational needs of individuals with disabilities (e.g., vision, hearing, cognitive, motor related) are sought. Robotic applications in healthcare, smart drones and drone networks are appropriate. Medical devices focused on providing new capabilities to doctors including surgery; robotic exoskeletons to enhance human strength; personal robots with an emphasis on human-centered end use and interaction, personal caregiving and increased autonomy; future of work; flying taxis; reverse engineering the human brain; robot sense, motion, thought, and emotion; human-robot art; and robots of augmentation are welcome.",T0.4 Registration check
W,Wireless Technologies,,BOTH,"July 7, 2027","The Wireless topic involves next-generation wireless communication technologies requiring systems with high data rates, low costs and that support a wide variety of applications and services while maintaining full mobility, minimum latency, and long battery life. Devices and subsystems that increase data throughput rates via cell density; increased spectrum; multiple input, multiple output (MIMO); and new ""antenna"" concepts are encouraged. NSF welcomes proposals involving modulation and demodulation techniques for signal generation and reception through spectral efficiency, noise immunity, jamming immunity, and power efficiency; radio frequency (RF) pollution: devices and circuits; processing algorithms/3D spatial control; and high efficiency devices such as micro-TWT (traveling-wave tube), smart dust and inductive couplers. NSF seeks proposals in the areas of spectrum-related research and development activities that improve the efficiency by which the radio spectrum is used, and the ability of all members of the public to access spectrum-related services. Mobile and automotive radar, smart solar panels, on-panel DC-AC converters, openRAN (Radio Access Networks)-related devices and applications and self-testing and self-networking devices are also of interest.",T0.4 Registration check
AG,Agricultural Technologies,,BOTH,"July 7, 2027",The Agricultural Technologies topic supports innovations enabling farm production ecosystems that support the proper utilization of natural resources. Such technologies may encompass systems-level and multidisciplinary solutions to enable complex agricultural practices that support increased biodiversity balanced with yield production.,T0.4 Registration check
BM,Biomedical Technologies,,BOTH,"July 7, 2027","The Biomedical Technologies topic aims to support the early-stage development of novel products, processes or services that will enable the delivery of high-quality, economically efficient healthcare.",T0.4 Registration check
DL,Distributed Ledger,,BOTH,"July 7, 2027","The Distributed Ledger topic area covers a wide range of technology areas of current and emerging commercial significance and impact spanning all areas of distributed ledgers, including blockchains, directed acyclic graphs (DAGs) and related capabilities (cryptography, smart contracts, etc.). Applications of these technologies and approaches across any range of industries and commercial uses are appropriate for this topic area. Proposed projects should involve novel, distinctive approaches and/or disruptive innovations with high potential impact and competitive advantages in their field of use. These subtopic areas are meant to serve as examples of what entrepreneurs may propose in this space; all distributed ledger proposals with technical innovation and significant commercial potential are welcome, regardless of the specific area of focus of the project.",T0.4 Registration check
ET,Environmental Technologies,,BOTH,"July 7, 2027","Environmental Technologies cover a range of innovations focused on sustainability, high commercial impacts and societal and environmental benefits. The topic covers a variety of technology areas of current and emerging commercial significance that improve environmental and or environmental health outcomes. Sensing, data, and advanced analytics technologies relevant to these fields are also appropriate. Please highlight any aspects of the proposed technology or approach that address a problem without a current solution, or one which is underdeveloped.",T0.4 Registration check
MO,Mobility,,BOTH,"July 7, 2027","The Mobility topic encourages novel innovations in the land, air, and sea-based movement of goods and people that improve sustainability and resiliency. Proposals responsive to this topic may include technical breakthroughs that address infrastructure and flow issues in global, urban and rural environments. Interdisciplinary and collaborative innovations to address multiple mobility grand challenges are welcome. All proposed innovations must be capable of a sustainable business model.",T0.4 Registration check
QT,Quantum Information Technologies,,BOTH,"July 7, 2027","This topic focuses on innovations in information and communications technologies that rely fundamentally on quantum mechanical properties and interactions. Typically, such innovations will involve the generation, detection, or manipulation of quantum states to provide faster, more efficient or more secure information processing and communications. Proposals may include innovations at the component, sub-system or system level that result in substantial and usable improvements in the generation, transmission, detection, storage or processing of information, or the security and privacy of information. Proposed innovations must offer the potential for robustness, reliability, scalability and operation at temperatures that are practical within the constraints of the intended application. Innovations at the component and sub-system level should aim for compactness and energy efficiency, consistent with the requirements of the application. Examples of technology innovations in the quantum computing subtopic could include qubit generation and detection, development of computational models (quantum circuits, etc.), error correction, software, hardware sub-systems and systems and Noisy Intermediate-Scale Quantum (NISQ) computers. Examples of technology innovations in the quantum communications subtopic could include components such as sources, memories, repeaters, detectors, hardware sub-systems and systems, networks, cryptography and key distribution.",T0.4 Registration check
AM,Advanced Materials,,BOTH,"July 7, 2027","The Advanced Materials topic addresses the development of new and improved materials for a wide variety of commercial and industrial applications. Proposals may focus on the creation of innovative material systems and/or on critical fabrication, processing or manufacturing challenges involved in the successful demonstration and commercialization of novel advanced materials. A broad range of applications areas will be considered as part of this topic. ",T0.4 Registration check
AA,Advanced Systems for Scalable Analytics,,BOTH,"July 7, 2027","The Advanced Systems for Scalable Analytics topic focuses on innovations needed for building systems that organize and process large and ever-increasing volumes of structured, semi-structured and unstructured data to reveal actionable new insights. It also includes innovative knowledge management and data mining technologies that complement deep learning. Sample topics include data and knowledge management technologies for data acquisition, integration, annotation, governance and provenance; hardware and software for addressing the performance needs of analytical systems; technologies for continual learning in dynamic environments; technologies in data mining, visualization and optimization; and marketplaces for data and models. These subtopics are only meant to serve as examples. All proposals focused on the development of a new high-risk technical innovation and significant potential commercial and societal impact are welcome to apply, regardless of subtopic.",T0.4 Registration check
AV/VR/MR,Augmented Virtual and Mixed Reality,,BOTH,"July 7, 2027","The Augmented Virtual and Mixed Reality (AR/VR/MR) topic focuses on advancing immersive technological experiences for humans grounded in research. Based on the transformative progress made in crafting, perceiving, and interacting with AR/VR/MR across sectors, priority is placed on innovations enhancing shared realities to foster community and collective experiences. Efforts also target advancing hardware and software critical for AR/VR/MR's future, enabling tailored experiences for individuals based in research or lived experience. The initiative encourages exploratory projects aiming for revolutionary AR/VR/MR applications, emphasizing inclusivity, data security and privacy, user safety, accessibility, affordability, adaptability, and environmental consideration. Innovations should be grounded in rigorous research to deliver novel and transformative AR/VR/MR experiences. Proposals are welcomed that redefine AR/VR/MR through innovative approaches with potential societal breakthroughs, regardless of their specific focus within the AR/VR/MR domain.",T0.4 Registration check
CH,Cloud and High-Performance Computing,,BOTH,"July 7, 2027","The Cloud and High-Performance Computing (HPC) topic focuses on innovations that result in substantial improvements to cloud computing or high-performance computing platforms. These improvements may be to computing power and efficiency, energy management, data storage, latency, data integrity and availability, cost, or any other factor of importance in such platforms, and may result from software- or hardware-based innovations. These subtopic areas are meant to serve as examples; all proposals with technical innovation and significant commercial potential are welcome, regardless of the specific area of focus of the project.",T0.4 Registration check
EN,Energy Technologies,,BOTH,"July 7, 2027","The Energy Technologies topic covers new energy sources and resources, power generation, energy storage and electronic systems for energy sources used in mobile technologies and off-grid applications. Proposals in all areas of energy generation are welcome, with an emphasis on how the new idea competes favorably with existing solutions. Proposals in carbon conversion and disruptive technologies in conventional resources (natural gas exploration and production) are also welcome. Proposals that focus on the intersection of energy technologies and data are welcome across all areas where integration with energy technology applications is the primary thrust (including computational technologies). Proposals with ideas on nature-inspired processes for sustainable energy solutions and carbon storage, reducing the carbon and resource intensity of hydrocarbon extraction, energy conversion, and their uses are also sought. Proposals involving energy storage from the scale of wearable devices to power plants and energy conversion are encouraged.",T0.4 Registration check
HC,Human-Computer Interaction,,BOTH,"July 7, 2027","The Human-Computer Interaction (HCI) topic aims to bridge the gap between research-based innovation and practical applications by catalyzing high-risk advancements rooted in research. Proposals should articulate the research basis or lived experience of the innovation, demonstrating an understanding of the scientific and theoretical underpinnings. Proposed innovations should represent technological breakthroughs which are viable and broadly impactful for society. Submissions must leverage foundational research to create groundbreaking and innovative human-computer interactions regardless of specific focus within the HCI subtopic area.",T0.4 Registration check
LC,Learning and Cognition Technologies,,BOTH,"July 7, 2027","Innovative approaches to learning and cognition development leverage groundbreaking technological advancements rooted in research. These advancements aim to disrupt educational norms, challenging conventional methods of content delivery while remaining firmly anchored in foundational research. They equip individuals for success in emerging industries and undefined roles, bridging the gap between established curricula and the swiftly evolving knowledge landscape. While inherently risky, the success of the innovation holds the potential to reshape education, preparing individuals for a future ripe with transformative prospects. Proposals should build on solid scientific research or lived experience to introduce novel and broadly impactful approaches to learning and cognition. While the subtopics listed provide a framework, we welcome all proposals that showcase creativity, innovation and hold substantial potential for societal impact, transcending specific focus areas.",T0.4 Registration check
PT,Pharmaceutical Technologies,,BOTH,"July 7, 2027","The Pharmaceutical Technologies topic covers a wide range of technology areas that advance the discovery, formulation, and manufacture of novel drugs, moieties, compounds, products, processes, platforms or services that will improve the selection, quality or price of pharmaceutical and biologic therapies. The Pharmaceutical Technologies topic is not aimed at supporting or conducting clinical trials, clinical efficacy and safety studies, the development of pre-clinical or clinical-stage drug candidates, work on medical devices or schedule I substances, or work performed primarily for regulatory purposes. The NSF SBIR/STTR program no longer supports the development of specific therapeutic molecules. Drug Discovery and Manufacturing are still supported by the program.",T0.4 Registration check
CT,Chemical Technologies,,BOTH,"July 7, 2027","The Chemical Technologies topic covers a wide range of technology areas of current and emerging commercial significance to many areas, including the broad chemical industry; food processing and technology; agrochemicals; chemical alternatives and organics; green chemicals; water treatment and separations; advanced catalysts and materials; and biochemicals. Sensing, data and advanced analytics technologies relevant to these fields are also appropriate for this topic area. Beyond improvement on technical specifications, it is important to also clearly identify the competitive landscape of what is currently possible and why the proposed innovation will have an impact commercially and/or from a societal benefit standpoint.",T0.4 Registration check
SP,Space,,BOTH,"July 7, 2027","The Space topic seeks transformative technologies to create solutions for sustainable space exploration, habitation or industrialization that could also have a positive impact on human lives. Applicants should address known capability gaps for enabling technologies for the space or terrestrial industries. Proposals in this area may focus upon launch vehicles or satellite and vehicle propulsion systems, in-space research or manufacturing systems and services, human sustainability, spaceflight or exploration infrastructure, data processing and communication technologies, orbital servicing, asteroid mining and microgravity applications.",T0.4 Registration check
AI,Artificial Intelligence,,BOTH,"July 7, 2027","The Artificial Intelligence topic focuses on cutting-edge technologies in the field of deep learning-based AI systems and AI-based hardware. The recent successes in computer vision, machine translation, natural-language processing and speech recognition have led to widespread use of learning-based systems in production and an unprecedented growth in AI systems that interact frequently with and/or on behalf of humans in highly personalized contexts. This topic especially emphasizes next-generation AI technologies that are not only safe and reliable but also fair, robust against sophisticated adversaries, privacy preserving, and efficient in terms of computational resources, energy, training data size, etc. It also includes cutting-edge hardware technologies needed for sustainable AI (i.e., novel devices and architectures to support the tremendous processing power needed by AI technologies), edge devices (i.e., intelligent systems on a chip for applications such as voice assistants) and AI technologies that lead to better hardware systems. These subtopics are only meant to serve as examples. All proposals that are focused on developing a new high-risk technical innovation and that have significant potential commercial and societal impact are welcome to apply, regardless of subtopic.",T0.4 Registration check
BT,Biological Technologies,,BOTH,"July 7, 2027","The Biological Technologies topic covers a wide range of technology areas to advance engineering and science innovation across the biological spectrum. Biological technologies have disrupted decades-old chemical, agricultural and medical products and services, producing a new bioeconomy. Potential breakthroughs in this space are on course to make major socioeconomic contributions by boosting productivity in industrial and agricultural processes, improving human health, and making advances toward environmental sustainability. Proposed projects should be focused on using or modifying living organisms, systems or biological processes to develop new technologies to produce biochemicals and medical and agricultural products. They may involve bioengineering to improve function in molecules, cells and tissues in humans, plants, animals and microbes. NSF also encourages proposals for enabling new technologies, such as new tools for genomics, proteomics and drug discovery; instruments for biological applications; computational and bioinformatic tools; and new manufacturing technologies for cells, tissues, organs and biologics (with the exception of clinical trials and schedule I substances).",T0.4 Registration check
DH,Digital Health,,BOTH,"July 7, 2027","The Digital Health topic aims to support the early-stage development of novel devices, components, systems, algorithms, networks, applications or services that will enable the transformation of healthcare from reactive, hospital-centered and indemnity-based to proactive, person-centered, preventive and cost-efficient.",T0.4 Registration check
IH,Instrumentation and Hardware Systems,,BOTH,"July 7, 2027","The Instrumentation and Hardware Systems topic addresses the research and development of new and improved instrumentation and related systems for a wide variety of commercial and industrial applications. Proposals in this topic may deal with new instruments for use in scientific, industrial, engineering or manufacturing environments, among others. Systems and tools designed for the purposes of detection, manipulation, characterization, measurement, processing, control or monitoring will be considered. A wide variety of applications areas will be considered as part of this topic.",T0.4 Registration check
I,Internet of Things,,BOTH,"July 7, 2027","The Internet of Things (IoT) is a rapidly evolving field that involves the interconnection and interaction of smart objects (objects or devices with embedded sensors, onboard data processing capability, and a means of communication) to provide automated services that would otherwise not be possible. IoT is not a single technology, but rather involves the convergence of sensor, actuator, information and communication technologies. Emerging IoT implementations will use smaller and more energy-efficient embedded sensor technologies, more sophisticated actuators, enhanced communications and advanced data analytics to collect and aggregate information. These new tools will enable intelligent systems that understand context, track and manage complex interactions and anticipate requirements. Market verticals that are potentially impacted by innovations in this area include connected cities and homes, smart transportation, smart agriculture, industrial IoT, and retail IoT.",T0.4 Registration check
MD,Medical Devices,,BOTH,"July 7, 2027","The Medical Devices topic aims to develop novel medical device platforms, introduce innovative medical technologies or translate emerging scientific principles into health practice. Proposals should be considered leading edge innovations, typically based on a discovery, new approach or new scientific principle to medical devices or technologies.",T0.4 Registration check
OT,Other Topics,,BOTH,"July 7, 2027","For projects that do not seem to fit into one of the other technology topic areas, but still meet the NSF SBIR/STTR goals of supporting research and development of deep technology with commercial viability and the potential to benefit society, please pick Other Topics and subtopic OT1. Project pitches and proposals submitted to Other Topics are typically transferred and reviewed in the topic area that best matches the underlying technical innovation. The program does not reject Project Pitches or proposals based on a non-ideal choice of topic areas. The program routinely moves Project Pitches or proposals internally among topic areas that seem to best describe the underlying technical innovation and to ensure the right program officer and reviewer panel sees the project.",T0.4 Registration check
PM,Power Management,,BOTH,"July 7, 2027",The Power Management topic address the development of novel technologies that enable new power and thermal management solutions. Innovations supported could range from device-scale breakthroughs to embedded or standalone systems or grid-scale technologies.,T0.4 Registration check
S,Semiconductors,,BOTH,"July 7, 2027","The Semiconductors topic addresses the research and development of new designs, materials, devices and manufacturing systems that have the potential for impactful change in the semiconductor and microelectronics industry.",T0.4 Registration check
